Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var2
704.245067073646,721.028466791064,729.91379601225,739.457297736398,748.671713162543,757.227956030175,766.771457658073,775.656786729186,785.200288290813,793.756531040676,802.970946278293,811.198102712669,819.754345376414,828.639674266011,836.866830617411,846.410331951228,854.96657449528,862.864644509663,871.42088699658,879.318956957869,886.887940646624,895.773269294373,904.000425420277,912.556667761004,921.441996312781,929.340066108322,937.567222116876,945.794378096201,954.350620283493,962.248689966423,970.475845856952,47894.4187359847
